country_code,customer_id,paperless_date,invoice_number,invoice_date,due_date,invoice_amount,disputed,settled_date,paperless_bill,days_to_settle,days_late,payment_status,payment_delay_band,invoice_month,payment_delay _sort
818,5875-VZQCZ,2013-07-15,7495748603,2012-09-20,2012-10-20,63.66,No,2012-10-17,Paper,27,0,On Time,On Time,2012-09-01,1
406,6048-QPZCF,2012-07-13,7496830993,2012-03-10,2012-04-09,75.33,Yes,2012-04-08,Paper,29,0,On Time,On Time,2012-03-01,1
897,0688-XNJRO,2012-06-24,7497563219,2013-09-01,2013-10-01,33.99,Yes,2013-10-21,Electronic,50,20,Late,15–30 Days Late,2013-09-01,4
406,7938-EVASK,2012-12-15,7498359819,2012-09-21,2012-10-21,72.75,No,2012-10-25,Paper,34,4,Late,1–7 Days Late,2012-09-01,2
406,9322-YCTQO,2012-04-06,7504945766,2013-05-09,2013-06-08,86.91,No,2013-06-14,Electronic,36,6,Late,1–7 Days Late,2013-05-01,2
406,5573-KSOIA,2013-09-30,7510320434,2013-07-22,2013-08-21,70.77,No,2013-08-28,Paper,37,7,Late,1–7 Days Late,2013-07-01,2
770,5592-UQXSS,2012-12-31,7514433905,2012-04-22,2012-05-22,42.08,No,2012-05-26,Paper,34,4,Late,1–7 Days Late,2012-04-01,2
770,6077-FDQRK,2012-09-11,7516274125,2013-05-23,2013-06-22,34.5,No,2013-06-03,Electronic,11,0,On Time,On Time,2013-05-01,1
770,6077-FDQRK,2012-09-11,7517563980,2012-12-25,2013-01-24,55.87,No,2013-01-13,Electronic,19,0,On Time,On Time,2012-12-01,1
391,5529-TBPGK,2013-08-09,7524155753,2013-09-20,2013-10-20,91.03,No,2013-10-24,Electronic,34,4,Late,1–7 Days Late,2013-09-01,2
391,9014-WENVB,2013-08-03,7534126416,2012-09-12,2012-10-12,53.64,No,2012-10-08,Paper,26,0,On Time,On Time,2012-09-01,1
406,5164-VMYWJ,2013-11-27,7541035636,2013-07-23,2013-08-22,81.15,No,2013-08-13,Paper,21,0,On Time,On Time,2013-07-01,1
818,5875-VZQCZ,2013-07-15,7541301534,2013-05-30,2013-06-29,73.96,No,2013-06-19,Paper,20,0,On Time,On Time,2013-05-01,1
406,5164-VMYWJ,2013-11-27,7545656006,2013-03-28,2013-04-27,83.73,Yes,2013-05-06,Paper,39,9,Late,8–14 Days Late,2013-03-01,3
818,1604-LIFKX,2013-03-16,7550415361,2013-10-24,2013-11-23,83.65,No,2013-12-06,Electronic,43,13,Late,8–14 Days Late,2013-10-01,3
818,8887-NCUZC,2013-01-22,7555055375,2013-03-22,2013-04-21,24.19,Yes,2013-04-25,Electronic,34,4,Late,1–7 Days Late,2013-03-01,2
406,0783-PEPYR,2013-11-27,7555537204,2012-12-31,2013-01-30,66.56,No,2013-02-03,Paper,34,4,Late,1–7 Days Late,2012-12-01,2
897,9883-SDWFS,2013-07-08,7563163902,2013-04-25,2013-05-25,21.58,Yes,2013-06-10,Paper,46,16,Late,15–30 Days Late,2013-04-01,4
770,6077-FDQRK,2012-09-11,7567097895,2012-03-30,2012-04-29,26.9,No,2012-04-16,Paper,17,0,On Time,On Time,2012-03-01,1
391,2676-DZINU,2012-10-19,7574832061,2012-06-10,2012-07-10,63.73,No,2012-07-01,Paper,21,0,On Time,On Time,2012-06-01,1
406,3448-OWJOT,2012-09-15,7576910302,2012-06-23,2012-07-23,82.8,No,2012-07-18,Paper,25,0,On Time,On Time,2012-06-01,1
770,0706-NRGUP,2013-04-09,7577985769,2012-09-28,2012-10-28,21,No,2012-10-24,Paper,26,0,On Time,On Time,2012-09-01,1
770,6831-FIODB,2013-05-08,7578902156,2012-09-21,2012-10-21,33.25,Yes,2012-11-03,Paper,43,13,Late,8–14 Days Late,2012-09-01,3
770,3993-QUNVJ,2012-12-31,7579897588,2012-05-02,2012-06-01,63.42,No,2012-05-23,Paper,21,0,On Time,On Time,2012-05-01,1
391,2676-DZINU,2012-10-19,7581184012,2013-02-05,2013-03-07,41.3,No,2013-02-23,Electronic,18,0,On Time,On Time,2013-02-01,1
818,1604-LIFKX,2013-03-16,7584011927,2012-11-05,2012-12-05,68.61,No,2012-12-15,Paper,40,10,Late,8–14 Days Late,2012-11-01,3
406,5573-KSOIA,2013-09-30,7588924933,2012-04-17,2012-05-17,69.54,No,2012-05-20,Paper,33,3,Late,1–7 Days Late,2012-04-01,2
406,4632-QZOKX,2013-03-19,7603025462,2012-08-02,2012-09-01,58.06,Yes,2012-09-14,Paper,43,13,Late,8–14 Days Late,2012-08-01,3
818,8364-UWVLM,2012-11-10,7604918128,2012-12-05,2013-01-04,101.44,Yes,2012-12-25,Electronic,20,0,On Time,On Time,2012-12-01,1
770,7856-ODQFO,2012-08-05,7605231033,2012-09-12,2012-10-12,43.79,No,2012-09-30,Electronic,18,0,On Time,On Time,2012-09-01,1
770,0625-TNJFG,2013-08-15,7615315828,2013-05-10,2013-06-09,36.86,No,2013-06-08,Paper,29,0,On Time,On Time,2013-05-01,1
391,9174-IYKOC,2012-11-27,7615433776,2012-09-29,2012-10-29,80.71,No,2012-10-27,Paper,28,0,On Time,On Time,2012-09-01,1
406,5573-KSOIA,2013-09-30,7619071494,2013-06-17,2013-07-17,72.22,No,2013-07-24,Paper,37,7,Late,1–7 Days Late,2013-06-01,2
406,2621-XCLEH,2012-09-24,7619716138,2012-11-18,2012-12-18,86.39,Yes,2013-02-01,Electronic,75,45,Late,Over 30 Days Late,2012-11-01,5
406,6833-ETVHD,2012-04-30,7630260848,2013-06-02,2013-07-02,86.87,No,2013-06-29,Electronic,27,0,On Time,On Time,2013-06-01,1
406,0783-PEPYR,2013-11-27,7640437486,2012-03-10,2012-04-09,75.62,No,2012-04-12,Paper,33,3,Late,1–7 Days Late,2012-03-01,2
770,9928-IJYBQ,2012-03-18,7642713224,2013-08-24,2013-09-23,53.29,No,2013-09-18,Electronic,25,0,On Time,On Time,2013-08-01,1
391,3569-VJWXS,2013-04-09,7651606558,2012-04-17,2012-05-17,59.92,Yes,2012-05-29,Paper,42,12,Late,8–14 Days Late,2012-04-01,3
770,0465-DTULQ,2013-03-04,7655234333,2012-10-03,2012-11-02,49.85,No,2012-11-07,Paper,35,5,Late,1–7 Days Late,2012-10-01,2
897,9460-VAZGD,2013-08-10,7662622783,2012-12-27,2013-01-26,15,No,2013-01-07,Paper,11,0,On Time,On Time,2012-12-01,1
391,6708-DPYTF,2012-08-02,7662777416,2013-09-08,2013-10-08,64.19,No,2013-10-10,Electronic,32,2,Late,1–7 Days Late,2013-09-01,2
406,1447-YZKCL,2012-08-10,7665948122,2013-02-13,2013-03-15,67.87,No,2013-03-13,Electronic,28,0,On Time,On Time,2013-02-01,1
897,6391-GBFQJ,2013-11-25,7668955519,2013-10-01,2013-10-31,25.72,Yes,2013-11-02,Paper,32,2,Late,1–7 Days Late,2013-10-01,2
770,2447-JCFGW,2012-07-31,7672209595,2012-04-21,2012-05-21,60.41,No,2012-05-16,Paper,25,0,On Time,On Time,2012-04-01,1
391,8820-BLYDZ,2013-03-19,7675257333,2013-02-02,2013-03-04,77.35,No,2013-02-11,Paper,9,0,On Time,On Time,2013-02-01,1
897,9286-VLKMI,2013-02-13,7679449609,2013-03-06,2013-04-05,47.39,No,2013-03-06,Electronic,0,0,On Time,On Time,2013-03-01,1
406,4651-PMEXQ,2012-07-04,7680218680,2013-01-28,2013-02-27,65.56,No,2013-02-22,Electronic,25,0,On Time,On Time,2013-01-01,1
391,5196-TWQXF,2012-06-20,7683330179,2012-05-23,2012-06-22,50.44,No,2012-06-28,Paper,36,6,Late,1–7 Days Late,2012-05-01,2
770,2026-XLBER,2012-11-12,7685298565,2012-10-19,2012-11-18,62.31,No,2012-11-05,Paper,17,0,On Time,On Time,2012-10-01,1
770,6831-FIODB,2013-05-08,7690941431,2013-02-18,2013-03-20,41.11,No,2013-03-19,Paper,29,0,On Time,On Time,2013-02-01,1
897,7372-CESLR,2013-01-11,7692447978,2013-01-01,2013-01-31,37.25,Yes,2013-01-31,Paper,30,0,On Time,On Time,2013-01-01,1
770,2447-JCFGW,2012-07-31,7697000588,2013-11-18,2013-12-18,54.3,No,2013-12-04,Electronic,16,0,On Time,On Time,2013-11-01,1
406,8976-AMJEO,2012-03-03,7698255051,2013-08-18,2013-09-17,78.79,No,2013-09-09,Electronic,22,0,On Time,On Time,2013-08-01,1
770,7260-ZHAKS,2012-06-17,7704631121,2013-07-24,2013-08-23,65.2,No,2013-08-14,Electronic,21,0,On Time,On Time,2013-07-01,1
391,0709-LZRJV,2013-06-20,7706707710,2013-03-14,2013-04-13,68.16,No,2013-04-08,Paper,25,0,On Time,On Time,2013-03-01,1
391,9174-IYKOC,2012-11-27,7714500054,2013-11-14,2013-12-14,57.61,No,2013-12-06,Electronic,22,0,On Time,On Time,2013-11-01,1
770,9323-NDIOV,2012-07-09,7716386851,2012-09-10,2012-10-10,40.83,No,2012-09-27,Electronic,17,0,On Time,On Time,2012-09-01,1
406,5164-VMYWJ,2013-11-27,7717855496,2012-07-11,2012-08-10,72.52,No,2012-08-10,Paper,30,0,On Time,On Time,2012-07-01,1
897,7654-DOLHO,2012-04-04,7719614573,2012-10-05,2012-11-04,43.97,No,2012-11-02,Electronic,28,0,On Time,On Time,2012-10-01,1
391,9014-WENVB,2013-08-03,7720415253,2012-12-19,2013-01-18,66.08,No,2013-01-06,Paper,18,0,On Time,On Time,2012-12-01,1
897,9286-VLKMI,2013-02-13,7722226334,2013-06-10,2013-07-10,51.55,No,2013-06-10,Electronic,0,0,On Time,On Time,2013-06-01,1
770,7856-ODQFO,2012-08-05,7736319597,2012-12-22,2013-01-21,52.92,Yes,2013-01-16,Electronic,25,0,On Time,On Time,2012-12-01,1
770,2447-JCFGW,2012-07-31,7740692207,2012-03-21,2012-04-20,69.51,No,2012-04-20,Paper,30,0,On Time,On Time,2012-03-01,1
391,2423-QOKIO,2013-05-11,7751899037,2013-04-06,2013-05-06,47.77,No,2013-05-08,Paper,32,2,Late,1–7 Days Late,2013-04-01,2
391,6160-HCSFI,2013-01-10,7753761369,2013-02-12,2013-03-14,75.78,No,2013-02-26,Electronic,14,0,On Time,On Time,2013-02-01,1
897,9250-VHLWY,2013-06-03,7757363585,2013-05-23,2013-06-22,44.12,No,2013-06-22,Paper,30,0,On Time,On Time,2013-05-01,1
770,9323-NDIOV,2012-07-09,7762178946,2013-04-16,2013-05-16,59.66,No,2013-05-12,Electronic,26,0,On Time,On Time,2013-04-01,1
897,7372-CESLR,2013-01-11,7769806886,2013-06-28,2013-07-28,38.13,No,2013-07-17,Electronic,19,0,On Time,On Time,2013-06-01,1
406,8976-AMJEO,2012-03-03,7786851730,2012-04-15,2012-05-15,59.74,No,2012-05-08,Electronic,23,0,On Time,On Time,2012-04-01,1
406,0783-PEPYR,2013-11-27,7787761526,2012-03-17,2012-04-16,64.33,No,2012-04-20,Paper,34,4,Late,1–7 Days Late,2012-03-01,2
391,8156-PCYBM,2012-03-03,7788984844,2012-11-23,2012-12-23,68,No,2012-12-16,Electronic,23,0,On Time,On Time,2012-11-01,1
391,6708-DPYTF,2012-08-02,7790893341,2012-05-23,2012-06-22,79.59,No,2012-07-05,Paper,43,13,Late,8–14 Days Late,2012-05-01,3
406,3448-OWJOT,2012-09-15,7792341685,2013-01-01,2013-01-31,71.35,Yes,2013-02-04,Electronic,34,4,Late,1–7 Days Late,2013-01-01,2
897,9883-SDWFS,2013-07-08,7793237120,2012-11-08,2012-12-08,11.44,Yes,2013-01-01,Paper,54,24,Late,15–30 Days Late,2012-11-01,4
897,3271-YDPUJ,2013-04-02,7795526633,2013-04-06,2013-05-06,27.95,No,2013-04-28,Electronic,22,0,On Time,On Time,2013-04-01,1
406,5284-DJOZO,2012-09-11,7802365347,2012-04-09,2012-05-09,69.8,No,2012-04-23,Paper,14,0,On Time,On Time,2012-04-01,1
391,3569-VJWXS,2013-04-09,7807904455,2013-08-01,2013-08-31,64.19,Yes,2013-08-26,Electronic,25,0,On Time,On Time,2013-08-01,1
770,3831-FXWYK,2013-03-08,7809215596,2012-12-27,2013-01-26,71.85,No,2013-02-01,Paper,36,6,Late,1–7 Days Late,2012-12-01,2
391,2820-XGXSB,2012-01-26,7821939794,2012-02-13,2012-03-14,70.45,No,2012-02-17,Electronic,4,0,On Time,On Time,2012-02-01,1
897,1168-BEASA,2013-11-06,7829407127,2012-09-05,2012-10-05,61.46,No,2012-10-03,Paper,28,0,On Time,On Time,2012-09-01,1
770,9149-MATVB,2013-04-30,7830094350,2013-09-21,2013-10-21,42.17,No,2013-10-14,Electronic,23,0,On Time,On Time,2013-09-01,1
818,9181-HEKGV,2013-10-16,7832843148,2012-06-14,2012-07-14,78.67,Yes,2012-08-07,Paper,54,24,Late,15–30 Days Late,2012-06-01,4
770,3831-FXWYK,2013-03-08,7832966824,2012-02-10,2012-03-11,64.54,No,2012-03-22,Paper,41,11,Late,8–14 Days Late,2012-02-01,3
818,5148-SYKLB,2013-08-28,7837870930,2012-09-21,2012-10-21,73.69,Yes,2012-11-07,Paper,47,17,Late,15–30 Days Late,2012-09-01,4
897,8690-EEBEO,2012-12-05,7838596678,2013-08-19,2013-09-18,36.26,No,2013-09-25,Electronic,37,7,Late,1–7 Days Late,2013-08-01,2
770,0465-DTULQ,2013-03-04,7839294116,2012-01-09,2012-02-08,40.22,No,2012-02-13,Paper,35,5,Late,1–7 Days Late,2012-01-01,2
391,2125-HJDLA,2012-05-22,7845388340,2013-04-24,2013-05-24,39.25,No,2013-05-28,Electronic,34,4,Late,1–7 Days Late,2013-04-01,2
391,0709-LZRJV,2013-06-20,7851279717,2013-10-15,2013-11-14,61.29,No,2013-11-06,Electronic,22,0,On Time,On Time,2013-10-01,1
897,8690-EEBEO,2012-12-05,7854660723,2013-04-09,2013-05-09,84.6,No,2013-05-16,Electronic,37,7,Late,1–7 Days Late,2013-04-01,2
406,1447-YZKCL,2012-08-10,7859471043,2012-07-24,2012-08-23,79.39,No,2012-09-01,Paper,39,9,Late,8–14 Days Late,2012-07-01,3
391,7209-MDWKR,2013-10-09,7861925284,2013-05-22,2013-06-21,49.37,No,2013-07-02,Paper,41,11,Late,8–14 Days Late,2013-05-01,3
391,5920-DPXLN,2012-11-11,7862469216,2012-11-18,2012-12-18,56.02,No,2012-12-10,Electronic,22,0,On Time,On Time,2012-11-01,1
406,5284-DJOZO,2012-09-11,7864694123,2012-07-30,2012-08-29,67.8,No,2012-08-15,Paper,16,0,On Time,On Time,2012-07-01,1
391,3569-VJWXS,2013-04-09,7866551143,2012-02-17,2012-03-18,51.07,No,2012-03-11,Paper,23,0,On Time,On Time,2012-02-01,1
406,6048-QPZCF,2012-07-13,7867299622,2012-01-21,2012-02-20,72.06,No,2012-01-31,Paper,10,0,On Time,On Time,2012-01-01,1
818,5148-SYKLB,2013-08-28,7867318195,2012-01-16,2012-02-15,74.01,No,2012-02-01,Paper,16,0,On Time,On Time,2012-01-01,1
406,4651-PMEXQ,2012-07-04,7871204146,2012-02-14,2012-03-15,83.09,No,2012-03-13,Paper,28,0,On Time,On Time,2012-02-01,1
818,8887-NCUZC,2013-01-22,7873704598,2012-03-29,2012-04-28,10.47,No,2012-04-27,Paper,29,0,On Time,On Time,2012-03-01,1
406,8389-TCXFQ,2012-08-24,7876340954,2012-06-05,2012-07-05,38.73,Yes,2012-07-12,Paper,37,7,Late,1–7 Days Late,2012-06-01,2
406,9771-QTLGZ,2012-12-10,7880714904,2013-02-09,2013-03-11,61.07,Yes,2013-02-25,Electronic,16,0,On Time,On Time,2013-02-01,1
770,7228-LEPPM,2012-04-30,7881731765,2012-03-13,2012-04-12,46.22,No,2012-04-21,Paper,39,9,Late,8–14 Days Late,2012-03-01,3
897,3676-CQAIF,2013-07-29,7884124958,2012-06-19,2012-07-19,39.74,No,2012-07-21,Paper,32,2,Late,1–7 Days Late,2012-06-01,2
406,9322-YCTQO,2012-04-06,7885181731,2012-02-01,2012-03-02,87.13,No,2012-03-15,Paper,43,13,Late,8–14 Days Late,2012-02-01,3
406,4092-ZAVRG,2012-05-19,7890869729,2012-11-25,2012-12-25,87.71,No,2012-11-30,Electronic,5,0,On Time,On Time,2012-11-01,1
770,2687-XWAMA,2013-04-03,7893242563,2013-03-17,2013-04-16,37.66,No,2013-03-29,Paper,12,0,On Time,On Time,2013-03-01,1
391,0709-LZRJV,2013-06-20,7896000091,2012-12-01,2012-12-31,38.41,Yes,2013-01-16,Paper,46,16,Late,15–30 Days Late,2012-12-01,4
897,9286-VLKMI,2013-02-13,7903274357,2012-08-31,2012-09-30,57.8,No,2012-09-11,Paper,11,0,On Time,On Time,2012-08-01,1
818,8102-ABPKQ,2013-08-29,7913946826,2013-06-27,2013-07-27,48.45,Yes,2013-08-22,Paper,56,26,Late,15–30 Days Late,2013-06-01,4
818,5613-UHVMG,2012-05-31,7914349615,2013-07-10,2013-08-09,65.6,No,2013-08-08,Electronic,29,0,On Time,On Time,2013-07-01,1
818,7946-HJDUR,2012-02-21,7932116400,2013-02-07,2013-03-09,38.86,No,2013-03-14,Electronic,35,5,Late,1–7 Days Late,2013-02-01,2
897,3271-YDPUJ,2013-04-02,7934803012,2012-10-17,2012-11-16,63.96,Yes,2012-11-28,Paper,42,12,Late,8–14 Days Late,2012-10-01,3
770,7260-ZHAKS,2012-06-17,7935547980,2012-12-08,2013-01-07,66.27,No,2012-12-30,Electronic,22,0,On Time,On Time,2012-12-01,1
770,9928-IJYBQ,2012-03-18,7939830476,2012-07-18,2012-08-17,67.79,Yes,2012-09-09,Electronic,53,23,Late,15–30 Days Late,2012-07-01,4
406,4640-FGEJI,2013-04-04,7942175485,2012-12-04,2013-01-03,78.12,Yes,2013-01-12,Paper,39,9,Late,8–14 Days Late,2012-12-01,3
818,9181-HEKGV,2013-10-16,7948353278,2012-01-29,2012-02-28,59.08,Yes,2012-03-19,Paper,50,20,Late,15–30 Days Late,2012-01-01,4
406,9725-EZTEJ,2012-03-17,7949028171,2012-05-15,2012-06-14,76.27,Yes,2012-06-17,Electronic,33,3,Late,1–7 Days Late,2012-05-01,2
770,7856-ODQFO,2012-08-05,7949269803,2012-10-07,2012-11-06,44.83,No,2012-10-23,Electronic,16,0,On Time,On Time,2012-10-01,1
391,9212-BTDMX,2012-04-22,7952881452,2013-07-04,2013-08-03,38.96,No,2013-07-17,Electronic,13,0,On Time,On Time,2013-07-01,1
770,7228-LEPPM,2012-04-30,7957459350,2013-08-01,2013-08-31,55.8,No,2013-09-16,Electronic,46,16,Late,15–30 Days Late,2013-08-01,4
818,3568-JJMFW,2012-01-09,7957903409,2013-11-15,2013-12-15,82.29,No,2013-11-20,Electronic,5,0,On Time,On Time,2013-11-01,1
770,7758-WKLVM,2012-02-06,7958057215,2013-07-30,2013-08-29,65.59,Yes,2013-09-24,Electronic,56,26,Late,15–30 Days Late,2013-07-01,4
897,9286-VLKMI,2013-02-13,7961973380,2013-10-22,2013-11-21,41.64,No,2013-10-24,Electronic,2,0,On Time,On Time,2013-10-01,1
391,8820-BLYDZ,2013-03-19,7976742421,2012-07-06,2012-08-05,54.33,No,2012-07-17,Paper,11,0,On Time,On Time,2012-07-01,1
770,5592-UQXSS,2012-12-31,7977041657,2012-06-13,2012-07-13,43.52,No,2012-07-17,Paper,34,4,Late,1–7 Days Late,2012-06-01,2
897,7654-DOLHO,2012-04-04,7977287829,2012-09-29,2012-10-29,46.41,No,2012-10-23,Electronic,24,0,On Time,On Time,2012-09-01,1
770,7228-LEPPM,2012-04-30,7979390388,2012-10-22,2012-11-21,34.49,No,2012-12-02,Electronic,41,11,Late,8–14 Days Late,2012-10-01,3
391,3598-DNURW,2012-08-29,7987067619,2012-03-06,2012-04-05,67.83,No,2012-03-28,Paper,22,0,On Time,On Time,2012-03-01,1
897,7654-DOLHO,2012-04-04,7987083569,2012-07-21,2012-08-20,17.37,No,2012-08-20,Electronic,30,0,On Time,On Time,2012-07-01,1
770,9149-MATVB,2013-04-30,7991968212,2013-01-18,2013-02-17,72.95,No,2013-02-08,Paper,21,0,On Time,On Time,2013-01-01,1
406,7938-EVASK,2012-12-15,7992662919,2013-05-29,2013-06-28,56.85,No,2013-07-02,Electronic,34,4,Late,1–7 Days Late,2013-05-01,2
391,6708-DPYTF,2012-08-02,7992871769,2013-10-03,2013-11-02,99.22,No,2013-11-17,Electronic,45,15,Late,15–30 Days Late,2013-10-01,4
391,3598-DNURW,2012-08-29,7993778070,2012-08-14,2012-09-13,50.66,No,2012-09-10,Paper,27,0,On Time,On Time,2012-08-01,1
897,9460-VAZGD,2013-08-10,8009169493,2012-01-14,2012-02-13,65.9,No,2012-02-03,Paper,20,0,On Time,On Time,2012-01-01,1
897,1168-BEASA,2013-11-06,8011401581,2012-02-29,2012-03-30,24.63,No,2012-03-21,Paper,21,0,On Time,On Time,2012-02-01,1
818,8887-NCUZC,2013-01-22,8016290722,2012-12-01,2012-12-31,30.8,No,2013-01-09,Paper,39,9,Late,8–14 Days Late,2012-12-01,3
391,0709-LZRJV,2013-06-20,8017340942,2013-04-23,2013-05-23,19.53,No,2013-05-21,Paper,28,0,On Time,On Time,2013-04-01,1
391,7841-HROAQ,2013-09-15,8019405718,2013-06-06,2013-07-06,47.99,Yes,2013-07-11,Paper,35,5,Late,1–7 Days Late,2013-06-01,2
818,2824-HJQPP,2013-09-04,8024350758,2012-09-04,2012-10-04,44.51,No,2012-09-28,Paper,24,0,On Time,On Time,2012-09-01,1
391,2676-DZINU,2012-10-19,8026688554,2013-02-14,2013-03-16,60.72,No,2013-02-23,Electronic,9,0,On Time,On Time,2013-02-01,1
818,1604-LIFKX,2013-03-16,8030080145,2012-07-02,2012-08-01,87.16,No,2012-08-06,Paper,35,5,Late,1–7 Days Late,2012-07-01,2
391,0379-NEVHP,2013-04-06,8033892101,2013-04-03,2013-05-03,74.34,No,2013-04-19,Paper,16,0,On Time,On Time,2013-04-01,1
391,2423-QOKIO,2013-05-11,8035927112,2013-03-14,2013-04-13,48.27,No,2013-04-10,Paper,27,0,On Time,On Time,2013-03-01,1
770,2687-XWAMA,2013-04-03,8044630018,2012-07-13,2012-08-12,46.68,No,2012-07-30,Paper,17,0,On Time,On Time,2012-07-01,1
391,9174-IYKOC,2012-11-27,8052943053,2013-11-27,2013-12-27,71.6,No,2013-12-18,Electronic,21,0,On Time,On Time,2013-11-01,1
770,2026-XLBER,2012-11-12,8056734091,2012-09-14,2012-10-14,50.87,No,2012-10-03,Paper,19,0,On Time,On Time,2012-09-01,1
770,2026-XLBER,2012-11-12,8057232722,2012-01-09,2012-02-08,83.12,No,2012-01-30,Paper,21,0,On Time,On Time,2012-01-01,1
406,6833-ETVHD,2012-04-30,8061367328,2012-06-06,2012-07-06,82.79,No,2012-06-18,Electronic,12,0,On Time,On Time,2012-06-01,1
406,9758-AIEIK,2012-04-23,8062397322,2013-09-14,2013-10-14,69.65,No,2013-10-01,Electronic,17,0,On Time,On Time,2013-09-01,1
391,9014-WENVB,2013-08-03,8066534559,2013-09-26,2013-10-26,64.95,No,2013-10-19,Electronic,23,0,On Time,On Time,2013-09-01,1
897,9286-VLKMI,2013-02-13,8066734147,2012-06-04,2012-07-04,41.71,No,2012-06-16,Paper,12,0,On Time,On Time,2012-06-01,1
818,6627-ELFBK,2012-11-26,8075572741,2013-02-01,2013-03-03,69.59,Yes,2013-03-09,Electronic,36,6,Late,1–7 Days Late,2013-02-01,2
818,8102-ABPKQ,2013-08-29,8077742155,2012-07-31,2012-08-30,55.5,Yes,2012-09-13,Paper,44,14,Late,8–14 Days Late,2012-07-01,3
391,8820-BLYDZ,2013-03-19,8081319512,2012-01-06,2012-02-05,78.05,No,2012-01-16,Paper,10,0,On Time,On Time,2012-01-01,1
406,4651-PMEXQ,2012-07-04,8082355258,2012-07-12,2012-08-11,68.84,No,2012-08-03,Electronic,22,0,On Time,On Time,2012-07-01,1
406,4092-ZAVRG,2012-05-19,8082796197,2013-02-06,2013-03-08,82.93,No,2013-02-10,Electronic,4,0,On Time,On Time,2013-02-01,1
818,3271-HYHDN,2013-04-28,8086151417,2013-01-09,2013-02-08,49.85,No,2013-01-12,Paper,3,0,On Time,On Time,2013-01-01,1
391,9841-XLGBV,2013-01-03,8088935090,2012-12-20,2013-01-19,50.03,No,2013-01-23,Paper,34,4,Late,1–7 Days Late,2012-12-01,2
391,6708-DPYTF,2012-08-02,8097727269,2012-07-11,2012-08-10,69,No,2012-08-13,Paper,33,3,Late,1–7 Days Late,2012-07-01,2
406,4632-QZOKX,2013-03-19,8099860445,2012-07-23,2012-08-22,52.71,Yes,2012-08-25,Paper,33,3,Late,1–7 Days Late,2012-07-01,2
897,1408-OQZUE,2012-09-14,8099966017,2013-06-21,2013-07-21,36.78,Yes,2013-08-04,Electronic,44,14,Late,8–14 Days Late,2013-06-01,3
770,6831-FIODB,2013-05-08,8106002715,2013-01-20,2013-02-19,17.44,No,2013-02-20,Paper,31,1,Late,1–7 Days Late,2013-01-01,2
391,6708-DPYTF,2012-08-02,8111779828,2013-10-24,2013-11-23,93.24,No,2013-12-03,Electronic,40,10,Late,8–14 Days Late,2013-10-01,3
897,9286-VLKMI,2013-02-13,8119664084,2013-09-29,2013-10-29,47.32,No,2013-09-30,Electronic,1,0,On Time,On Time,2013-09-01,1
818,6627-ELFBK,2012-11-26,8130568082,2012-04-06,2012-05-06,67.3,No,2012-05-01,Paper,25,0,On Time,On Time,2012-04-01,1
406,8976-AMJEO,2012-03-03,8131076647,2012-12-08,2013-01-07,68.72,No,2013-01-02,Electronic,25,0,On Time,On Time,2012-12-01,1
406,7600-OISKG,2013-07-19,8131192839,2012-09-16,2012-10-16,60.95,Yes,2012-10-25,Paper,39,9,Late,8–14 Days Late,2012-09-01,3
406,9758-AIEIK,2012-04-23,8136944092,2012-03-23,2012-04-22,37.39,No,2012-04-20,Paper,28,0,On Time,On Time,2012-03-01,1
406,1447-YZKCL,2012-08-10,8137093063,2013-08-22,2013-09-21,78.69,No,2013-09-26,Electronic,35,5,Late,1–7 Days Late,2013-08-01,2
897,3676-CQAIF,2013-07-29,8140634585,2013-07-06,2013-08-05,24.9,No,2013-08-07,Paper,32,2,Late,1–7 Days Late,2013-07-01,2
818,9181-HEKGV,2013-10-16,8143888831,2012-02-16,2012-03-17,64.02,No,2012-03-16,Paper,29,0,On Time,On Time,2012-02-01,1
897,7654-DOLHO,2012-04-04,8144548869,2012-05-16,2012-06-15,36.2,No,2012-06-06,Electronic,21,0,On Time,On Time,2012-05-01,1
897,8690-EEBEO,2012-12-05,8146803755,2012-01-29,2012-02-28,49.83,No,2012-03-06,Paper,37,7,Late,1–7 Days Late,2012-01-01,2
770,5592-UQXSS,2012-12-31,8147753421,2012-06-21,2012-07-21,8.22,No,2012-07-07,Paper,16,0,On Time,On Time,2012-06-01,1
897,1168-BEASA,2013-11-06,8147793831,2013-02-03,2013-03-05,20.65,No,2013-02-21,Paper,18,0,On Time,On Time,2013-02-01,1
406,4632-QZOKX,2013-03-19,8148770791,2013-10-21,2013-11-20,36.28,Yes,2013-12-04,Electronic,44,14,Late,8–14 Days Late,2013-10-01,3
770,7050-KQLDO,2012-09-29,8149632060,2013-03-18,2013-04-17,88.33,No,2013-04-12,Electronic,25,0,On Time,On Time,2013-03-01,1
770,6831-FIODB,2013-05-08,8156321502,2012-08-27,2012-09-26,52.08,No,2012-09-24,Paper,28,0,On Time,On Time,2012-08-01,1
818,3568-JJMFW,2012-01-09,8158808494,2012-02-21,2012-03-22,56.21,Yes,2012-03-10,Electronic,18,0,On Time,On Time,2012-02-01,1
406,9758-AIEIK,2012-04-23,8161191244,2013-07-13,2013-08-12,109.79,Yes,2013-08-16,Electronic,34,4,Late,1–7 Days Late,2013-07-01,2
